year_of_report,company_name,pos,neg,unc,lit,smod,wmod,vader_comp,pos_prop,neg_prop,nrc_anger,nrc_anticipation,nrc_disgust,nrc_fear,nrc_joy,nrc_sadness,nrc_surprise,nrc_trust
2015,ABT,0.02729181245626312,0.005598320503848845,0.006298110566829951,0.0,0.005598320503848845,0.002099370188943317,0.36738709677419357,0.6451612903225806,0.03225806451612903,0.0006997900629811056,0.028691392582225334,0.0006997900629811056,0.004198740377886634,0.01469559132260322,0.0013995801259622112,0.0034989503149055285,0.044086773967809655
2015,AMZN,0.023166023166023165,0.016335016335016335,0.008316008316008316,0.000891000891000891,0.012177012177012177,0.004455004455004455,0.2555855670103093,0.5773195876288659,0.10309278350515463,0.01098901098901099,0.039204039204039205,0.00594000594000594,0.014553014553014554,0.024057024057024055,0.007722007722007722,0.011286011286011286,0.04870804870804871
2015,CVBF,0.027548209366391185,0.0,0.0027548209366391185,0.0027548209366391185,0.008264462809917356,0.0027548209366391185,0.3049238095238095,0.6190476190476191,0.0,0.005509641873278237,0.03305785123966942,0.0,0.013774104683195593,0.013774104683195593,0.005509641873278237,0.0027548209366391185,0.06060606060606061
2015,HIBB,0.03466955579631636,0.005417118093174431,0.005417118093174431,0.0,0.010834236186348862,0.0021668472372697724,0.49052894736842106,0.868421052631579,0.05263157894736842,0.005417118093174431,0.03466955579631636,0.005417118093174431,0.0065005417118093175,0.024918743228602384,0.0032502708559046588,0.009750812567713976,0.0552546045503792
2015,HMSY,0.02294792586054722,0.01588702559576346,0.01676963812886143,0.00617828773168579,0.00264783759929391,0.00353045013239188,0.3280404255319149,0.723404255319149,0.14893617021276595,0.009708737864077669,0.03089143865842895,0.00529567519858782,0.01323918799646955,0.01147396293027361,0.00088261253309797,0.00529567519858782,0.04236540158870256
2015,JPM,0.017565290648694186,0.017607413647851726,0.010446503791069924,0.0037489469250210614,0.008761583824768323,0.0044229149115417015,0.21852806707855255,0.5392762577228597,0.17299205648720212,0.008213984835720303,0.02737994945240101,0.0038753159224936815,0.013647851727042965,0.016133108677337825,0.009267059814658803,0.007708508845829823,0.04743049705139006
2015,KELYA,0.02570480928689884,0.006633499170812604,0.0041459369817578775,0.0,0.00912106135986733,0.0024875621890547263,0.50254,0.8545454545454545,0.03636363636363636,0.003316749585406302,0.02321724709784411,0.0024875621890547263,0.005804311774461028,0.009950248756218905,0.007462686567164179,0.0041459369817578775,0.024875621890547265
2015,WMT,0.04338842975206612,0.0,0.0,0.0,0.010330578512396695,0.0,0.5203076923076924,0.9230769230769231,0.038461538461538464,0.006198347107438017,0.047520661157024795,0.002066115702479339,0.012396694214876033,0.03925619834710744,0.0,0.014462809917355372,0.05578512396694215
2016,ABT,0.050293378038558254,0.004191114836546521,0.004191114836546521,0.0,0.004191114836546521,0.002514668901927913,0.38325901639344273,0.6885245901639344,0.03278688524590164,0.0,0.024308466051969825,0.002514668901927913,0.009220452640402346,0.018440905280804692,0.0016764459346186086,0.005029337803855826,0.040234702430846606
2016,AMZN,0.023124814705010377,0.01630595908686629,0.00830121553513193,0.0008894159501927068,0.012155351319300326,0.004447079750963534,0.2530118556701031,0.5721649484536082,0.10309278350515463,0.010969463385710051,0.03883782982508153,0.005929439667951379,0.014527127186480878,0.023421286688407945,0.007708271568336793,0.010969463385710051,0.04832493329380374
2016,CVBF,0.02158273381294964,0.0,0.007194244604316547,0.002398081534772182,0.007194244604316547,0.004796163069544364,0.3361636363636364,0.6363636363636364,0.0,0.004796163069544364,0.023980815347721823,0.0,0.007194244604316547,0.023980815347721823,0.004796163069544364,0.007194244604316547,0.06235011990407674
2016,HIBB,0.027263875365141188,0.0029211295034079843,0.007789678675754625,0.0,0.010710808179162609,0.0029211295034079843,0.40623488372093025,0.7441860465116279,0.0,0.0038948393378773127,0.03992210321324245,0.0019474196689386564,0.0019474196689386564,0.021421616358325218,0.0029211295034079843,0.004868549172346641,0.04868549172346641
2016,HMSY,0.019817073170731708,0.003048780487804878,0.01524390243902439,0.003048780487804878,0.003048780487804878,0.001524390243902439,0.4915239999999999,0.84,0.0,0.006097560975609756,0.04420731707317073,0.001524390243902439,0.01676829268292683,0.022865853658536585,0.012195121951219513,0.004573170731707317,0.05030487804878049
2016,JPM,0.01675433469705825,0.021917007597895968,0.013929475939996104,0.007110851353984025,0.0058445353594389245,0.0038963569062926166,0.18758051391862954,0.5310492505353319,0.20556745182012848,0.009059029807130333,0.02883304110656536,0.004285992596921878,0.01802065069160335,0.019189557763491134,0.01061757256964738,0.0067212156633547635,0.05474381453341126
2016,KELYA,0.024933214603739984,0.007123775601068566,0.0026714158504007124,0.0,0.0026714158504007124,0.0008904719501335708,0.5270418604651164,0.8372093023255814,0.0,0.006233303650934996,0.02226179875333927,0.007123775601068566,0.009795191451469279,0.016918967052537846,0.0026714158504007124,0.004452359750667854,0.032056990204808546
2016,WMT,0.033093525179856115,0.0028776978417266188,0.005035971223021582,0.0007194244604316547,0.013669064748201438,0.0014388489208633094,0.3726584415584416,0.6883116883116883,0.07792207792207792,0.00935251798561151,0.03381294964028777,0.0028776978417266188,0.0035971223021582736,0.027338129496402876,0.0057553956834532375,0.015107913669064749,0.03381294964028777
2017,ABT,0.0364963503649635,0.0009124087591240876,0.0018248175182481751,0.0,0.008211678832116789,0.0009124087591240876,0.4552173076923077,0.7692307692307693,0.019230769230769232,0.004562043795620438,0.021897810218978103,0.0036496350364963502,0.006386861313868613,0.020985401459854013,0.0036496350364963502,0.002737226277372263,0.03375912408759124
2017,AMZN,0.020570440795159895,0.00466724286949006,0.005704407951598963,0.00034572169403630077,0.006568712186689715,0.0024200518582541053,0.29981971326164875,0.6379928315412187,0.08602150537634409,0.005704407951598963,0.032497839239412275,0.0038029386343993088,0.007778738115816767,0.024027657735522904,0.00414866032843561,0.009161624891961971,0.03854796888504754
2017,CVBF,0.027649769585253458,0.0,0.002304147465437788,0.002304147465437788,0.004608294930875576,0.0,0.4179576923076923,0.6923076923076923,0.0,0.004608294930875576,0.027649769585253458,0.002304147465437788,0.0069124423963133645,0.018433179723502304,0.002304147465437788,0.002304147465437788,0.07834101382488479
2017,HIBB,0.024752475247524754,0.0049504950495049506,0.006930693069306931,0.0,0.007920792079207921,0.0029702970297029703,0.3994166666666667,0.6666666666666666,0.023809523809523808,0.0049504950495049506,0.039603960396039604,0.0009900990099009901,0.0049504950495049506,0.016831683168316833,0.0019801980198019802,0.0039603960396039604,0.04455445544554455
2017,HMSY,0.02748414376321353,0.010570824524312896,0.011627906976744186,0.006342494714587738,0.006342494714587738,0.0010570824524312897,0.3641551724137931,0.7241379310344828,0.06896551724137931,0.011627906976744186,0.03276955602536998,0.006342494714587738,0.013742071881606765,0.015856236786469344,0.012684989429175475,0.003171247357293869,0.048625792811839326
2017,JPM,0.017609391675560297,0.010138740661686232,0.007470651013874066,0.0032017075773745998,0.0021344717182497333,0.0026680896478121665,0.2889711111111111,0.5444444444444444,0.05555555555555555,0.0016008537886872999,0.042689434364994665,0.0026680896478121665,0.010138740661686232,0.0288153681963714,0.012806830309498399,0.0048025613660619,0.0672358591248666
